Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2021-01-20,Certain Women,2016,https://boxd.it/1Bmj0T,3.5,,"A welcoming introduction to Reichardt's work, indeed! It's gorgeously shot and well paced, with great performances from every leading lady. The screenplay is a very good one as well, with similar quality directing from Kelly. There aren't really any flaws with the film itself, but it also wasn't really life changing in any way; it was just an enjoyable look into the lives of these four women. They're well developed and all, though not much happens. And that's okay! I was engaged for the most part, and I can appreciate simplicity. Many people compare Reichardt's style to that of Jarmusch, and she credits Yasujiro Ozu as a major influence on her work... I can confirm this is all true. I think if I had one thing to say, it's with the location. This doesn't majorly impact my rating or opinion on the film, though as someone who spent a lot of time in the Northwest growing up (my dad is from Colorado and my mom from Washington), I guess I wish the location had more incorporation into the plot. It's pretty much just a convenience that they're from the Northwest, and the story wouldn't make much of a difference if it took place in the South, or the Mid-Atlantic, or LA, etc. etc. Anyway, this was definitely an enjoyable watch. Not quite worth buying on Criterion in my opinion, but I'd still recommend it. Maybe I'll bump it up to an 8 in the future, we'll see.",criterion dvd,2021-01-19
2021-01-20,Barton Fink,1991,https://boxd.it/1BmU7d,4,,"Had mid expectations going in, but this was great! There are a lot of films that this could be compared to, like Adaptation, Under the Silver Lake or even Tower of Terror at Disney World. But as with most Coens, it's in a league of its own.

Admittedly, it took me a bit of time to get into the story, as I enjoyed what I was seeing from the beginning but it didn't really demand my attention. The performances are all good, the screenplay is a great one, it's very well shot (this might be Deakins' weakest cinematography I've seen so far but that says a lot about his skill), and the art direction and overall feel of the setting are executed very well. Though at the same time, it felt a little safe for a Coen film. Once we got into the last half hour, however, things got amazing.

Barton Fink easily has my favorite Coen ending I've seen thus far, and one of my new favorite endings in any film. Without spoiling anything, I was really caught off guard by how quickly everything escalated. My heartrate got significantly faster and the plot twists truly came as a surprise. The way it concludes the story in such a dark fashion really fits the tone and thematic elements, and I'm gonna be thinking about some of those images for a while.

The thematic elements aren't super apparent, and I think I was expecting a little more complexity given how lengthy the film's <a href=""https://en.wikipedia.org/wiki/Barton_Fink"">Wikipedia page is</a>, but they are still there. Each character has a certain symbol to them, and Fink with all his quirks and short temper is a great representation of the conditions of labor in Hollywood.

Packing in a lot of what the Coens are known for and then some, Barton Fink is all around an excellent film that just gets better as it progresses. I'm tempted to move the score up to a 4.5/5, and this is my second favorite film from the pair just behind Inside Llewyn Davis (though I haven't seen No Country, Burn After Reading or A Serious Man yet).","dvd rental, library",2021-01-19
2021-01-22,Uncut Gems,2019,https://boxd.it/1BGbi1,4,,"With apologies to my friends who find this film overrated... I thought this was great. It's honestly a toss-up whether I prefer this or Good Time. I have them both at an 8, and I both thoroughly enjoyed them for the most part. Good Time does certain things better, but so does Uncut Gems.

Anyways, enough comparing. Adam Sandler gave a very good performance and played his character well. I don't think it's as good as his work on Punch-Drunk Love, and for a screenplay that prides itself in incorporating Howard's Jewish faith heavily into the character, I think there was definitely room for improvement, but I'm good with what's here. Every supporting performance was excellent as well. Speaking of the screenplay, it's a great one. Every line is so crisp and flows incredibly well, and there's really not much wrong with it. It did everything it needed to and even surprised me at a handful of points. It's pretty well paced, though I don't think I felt the same exhilaration many did while watching. The first half is pretty consistent and gets better as it goes on, and while the second half starts off a bit slow to the point where I felt that the film peaked there, the ending rounded things out very well and I was satisfied. Plus, I really didn't see the last plot element coming and it had me stunned for sure. The film has a great energy to it nonetheless, and every aspect contributes to this. The cinematography is very good, and improves over the camerawork in Good Time. Not every shot is perfect, but many of them were framed and lit very well to contribute to the distinctive Safdie style.

Overall, this was a very consistently engaging film that accomplished most of what it set out to be. While I'm not sure if there are any flawless aspects, there aren't any bad aspects either, and it feels very well-rounded and complete. Would definitely recommend it, as it's one of the better films to come out in 2019 and a good example of a cinematic experience. Good Time is definitely a great movie, but I think Uncut Gems leaves more of a lasting impression so I would say I prefer it.",netflix,2021-01-21
2021-01-22,Us,2019,https://boxd.it/1BHeBn,3.5,,"This film kinda left me speechless. Not in the sense of being blown away, but in the sense of having very mixed thoughts and not exactly sure where to begin with a review. So I just kinda jumped in and let my train of thought take the reins. <a href=""https://www.instagram.com/p/CKW32wGF3p-/?utm_medium=copy_link"">Read my review here.</a>","blu-ray rental, library",2021-01-21
2021-01-23,Ad Astra,2019,https://boxd.it/1BPd07,2.5,,"As hard as I tried to appreciate certain aspects, I couldn't help but just not enjoy this. As I've mentioned before, I need to get medicated for my ADHD and I can cut the film some slack for this, but there are still a lot of glaring issues in my eyes. It feels too long, the pacing is rather uneven and kinda makes Ford v Ferrari seem well executed, the screenplay was mostly mediocre and had a fair amount of cliché and cheesy lines, great set pieces but cartoonish CGI, annoying editing and lazy camerawork for every shot that wasn't a long shot, etc. etc. Also, for a film that takes itself quite seriously, there are a lot of moments that are just kinda ridiculous, the monkeys being the best example. It has some solid ideas and the sound design is excellent, as well as some effective emotional moments and really thrilling sequences. But the ideas have been tackled in much cleaner fashion in other sci-fi films and I really don't think this is a movie that'll stick in my mind for very long. This film has some fans, but for me it joins the lineup of disappointing space movies from this decade (Gravity and Interstellar the other examples; First Man is my last hope).","blu-ray rental, w/ dad, w/ mom, library",2021-01-22
2021-01-23,First Cow,2019,https://boxd.it/1BQJpv,3.5,,"Certainly a good film as expected, but with the respectable reputation it's garnered over the course of the last 6+ months, I was hoping to get a bit more out of the story and characters. As expected, it's very well directed and has excellent cinematography, editing and sound. The screenplay is a very good one as well, with lots of memorable dialogue, even if the film as a whole didn't quite engage me as consistently as I expected. The performances were solid as well, though for a film about the characters I didn't feel like I knew them super well. Otherwise, I don't think I need to say much more. I liked it and it's an enjoyable watch but nothing spectacular in my eyes.",google play,2021-01-22
2021-01-24,Promising Young Woman,2020,https://boxd.it/1BYDmB,4.5,,"DUDE... FUCK


I got out of the theater maybe 7 minutes ago and I'm still speechless, heart beating fast. A sensational experience that I want to watch again. Gonna let my thoughts match themselves up to sensible words then come back to it. But one of the best of the year for sure and I'm so happy I saw this on the big screen.","amc streets of woodfield 20, me time!",2021-01-23
2021-01-25,House,1977,https://boxd.it/1C4AQF,3.5,,"<a href=""https://letterboxd.com/joshmovie/list/criterion-challenge-2021-52-films-watchlist/"">Criterion Challenge 2021</a>, Week 4 -- A horror film

This film was supposedly Japan's answer to Jaws. And I'm not sure what version of Jaws they got, but this was nothing like it. The first half plays out like a Buster Keaton comedy, and the second half is just 40 minutes of constant WTF. It's a great example of a movie that's so bad it's good, and in turn qualifies as a cult classic. And that's... all I got, yeah. This is one of the most unconventional movies ever and you just kinda have to experience it for yourself.

Oh yeah I liked the music!","criterion channel, criterion challenge 2021",2021-01-24
2021-01-25,Intolerable Cruelty,2003,https://boxd.it/1C7qxT,2,,"Literally only watchable for Deakins' cinematography, but even then that feels lazy half the time. Weak screenplay and poor acting, low effort directing and wasted cast. Overall very unengaging, and maybe two joke landed for me. Having looked it up, it wasn't entirely the Coens' fault the film ended up how it did, but the result is still bad.",amazon prime,2021-01-24
2021-01-25,Boyz n the Hood,1991,https://boxd.it/1CaMSP,4.5,,"<a href=""https://letterboxd.com/joshmovie/list/criterion-challenge-2021-52-films-watchlist/"">Criterion Challenge 2021</a>, Week 5 -- A film released on LaserDisc

Watched a week ahead since next weekend is Sundance and I wouldn't have had time for this given the amount of films I bought tickets to.


This hit so hard. Dough, Tre and Ricky are developed so well and backed up by amazing performances, both the child actors along with Gooding Jr., Ice Cube and Chestnut. Not every supporting performance was great, but between that and a couple story issues, that's all I really have to criticize on it. This was Singleton's first screenplay and holy shit the man had talent. Every line just rolled right off the tongue, fit the style perfectly, and is packed full of memorable lines and dialogue that is so incredibly thoughtful. There is a ton of reflection on topics like revenge, violence, making your way through the world, and everything in between. It's genuinely sad that this film holds up so well nearly 30 years later. I actually feel like I learned things about myself from this film, and that's a mark of a great movie. The pacing and structure are terrific, every emotion hit well, and it's just really compelling on almost all fronts. Everyone should check out this film; I am comfortable calling it an essential watch.","dvd rental, criterion challenge 2021, w/ dad, w/ mom, library",2021-01-24
2021-01-26,The Ladykillers,2004,https://boxd.it/1CfD3N,2.5,,"The Coens must've had a midlife crisis to release Intolerable Cruelty and this one after the other lmao

Pros
-Better than Intolerable Cruelty
-Deakins cinematography
-Two funny jokes, and an entertaining ending
-No Country for Old Men is next

Cons
-Pretty much everything else, which ranges from mediocre to bad. Why do my parents own this on DVD lol",dvd,2021-01-25
2021-01-26,The Forty-Year-Old Version,2020,https://boxd.it/1Ci7el,3,,"I enjoyed this one. I loved the musical aspect, as I'm into rap and I think the creativity of each song is fantastic. I also think the entire thing is paced very well. The screenplay is good as well; it doesn't do anything amazing, but it's snappy and its flow keeps you engaged. Most of the performances were solid, though some weren't able to fulfill every emotion. Also I'm a bit surprised this won a Sundance award for directing, as I think that's actually one of this film's weaker aspects. The cinematography is decent, but the editing is, well... not. There are also some clichés to the story that are a bit corny, and I don't quite understand the purpose of the film being B&W, but overall this felt rather genuine and I was entertained. It doesn't blow anything out of the water though I'd still recommend it. Might go up to a 7.",netflix,2021-01-25
2021-01-27,It,2017,https://boxd.it/1Cn1YH,3,Yes,"I loved this film when I saw it for the first time at a sleepover a few years back, but I had also just finished middle school so I related to the kids lmao.

I haven't read the book but this wasn't really that scary lmao. My favorite part is definitely the cinematography, as it's actually a very well shot film. I understand they purposely wanted the film to look naturally lit, and for the most part that's respectable but there are a few scenes that are annoyingly dark. A solid screenplay and actually decent performances contribute to some interesting themes, but the editing isn't good and pacing felt off multiple times, tonally it's all over the place and I didn't remember every part, but the parts I didn't I was still able to predict fairly easily. I was also surprisingly unengaged for like half of it which I didn't expect lol. Some of the CGI and scares I was not able to take seriously. Not the best revisit but I mean there are worse horror films so it was fine.","blu-ray rental, library",2021-01-26
2021-01-27,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/1CoyYd,4,Yes,I always love showing my friends this film for their first time. As long as they not gypsies or from assholes Uzbekistan! Very nice!,"dvd, w/ arnav",2021-01-26
2021-01-27,Fargo,1996,https://boxd.it/1CpzvD,3.5,Yes,"Sorry to say my original review still stands. I don't get this movie. That's all I'm gonna say. Fun to watch with friends for the first time though, but they also both weren't huge in it.","dvd, w/ arnav, w/ farris",2021-01-26
2021-01-27,Columbus,2017,https://boxd.it/1Cr4fN,4.5,,"Many thanks to out to Sundance for offering this movie for free to virtual festival-goers.


Great stuff. Spectacular cinematography, a simple but effective story and an intelligent screenplay make this an excellent watch. There isn't really anything to criticize though it just doesn't quite feel like a 10/10 movie upon first watch, because it's quite a bit to take in but I'm going to put this on my top 10% list. The characters are beautiful and I'd be hard pressed to think of someone close to me in my life who wouldn't connect to them. My new favorite of 2017 and I'm not sure if anything else will beat it. Can't wait for After Yang later this year (presumably).","virtual cinema, sundance 2021",2021-01-26
2021-01-28,Parasite,2019,https://boxd.it/1CvRT1,5,Yes,"Watched the black & white version with the Criterion DVD. I love the aesthetic it provides, but I think there are a lot of colors that serve a purpose both visually and thematically so I would have to say I prefer the original.

Anyways, what more is there to say? Parasite is one of those films that has nuances to pick up on with each new watch. Certain elements don't get old, and any re-watch just feels the same in terms of quality. I still get the same impact out of this film and all the messages stick with me. So yeah, will probably always be one of the best pieces of cinema ever created. Another film I love more than myself!

EDIT: Forgot to mention that two days ago was the one year anniversary of my first time seeing this film, and the day that I will forever remember as the start of my bigger love for movies. So this is an important movie for me personally and I'll never forget that.","love this movie more than myself, criterion dvd",2021-01-27
2021-01-28,American Graffiti,1973,https://boxd.it/1Cyp2T,4,,"Very enjoyable and entertaining; I had a blast with this. I'm not sure if timeless is the right word to describe the characters, but with all their quirks and personalities, they still feel relatable and very well developed. Lucas wrote an excellent screenplay that's very funny and elevates the concept into a classic. It's very well directed and shot at that, with a lot of charm and several memorable scenes. In a sentence, this is an engaging Americana experience and it's sure to put a smile on your face.

Going into a bit of a backstory, I've been waiting to see this film for a decade. 2010 is the year I really got into Star Wars, and in turn my parents told me all about George Lucas and I learned of his other films. Of course, at that younger age, they didn't let me see American Graffiti and I understand why now, though it's always been in the back of my mind. On top of that my dad saw this in high school several times so it's cool to finally check this out with my parents while I'm at the same age!","dvd rental, w/ dad, w/ mom, library",2021-01-27
2021-01-29,CODA,2021,https://boxd.it/1CFQvR,4,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"" rel=""nofollow"">Sundance 2021 Film Festival</a> -- #1

There are many stories about characters who are special and/or different seeking more in life and hoping to write their own story. <i>Coda</i> is one of the best films with this premise in recent years, thanks to the creativity in utilizing deafness and sign language amplified by great directing, unique and entertaining characters, beautiful cinematography, and an excellent screenplay with an even better story. In all, it is very funny, emotionally effective and heartfelt, and has a superb flow. There are some clichés in the plot and the characters, including a rather cheesy ending that feels too cleanly resolved and kills the pace a bit, though I'm still sure it will end up being one of the festival's best. What a great way to start this year off.","sundance 2021, w/ dad, w/ mom, virtual cinema",2021-01-28
2021-01-30,The Pink Cloud,2021,https://boxd.it/1CMOo9,2,,"<a href=""https://boxd.it/b1yK0"">Sundance 2021 Film Festival</a> -- #2

A very irritating watch. It's pretty well directed with some very good cinematography and a decent screenplay, but the characters are very inconsistent and trying to connect with them was an obstacle and the story is a complete mess. It starts off well enough even if a bit unengaging, but then jumps five years a little under halfway in, then commencing the annoying logic and plot holes. Plus, most of the film plays out as if the film followed the same timeline without the jump. It isn't very well paced or structured, and things just don't make a whole lot of sense. Early reviews have stated terrifying parallels to the lockdown early in 2020, but with the time jump and logical fallacies, the story really took me out of the vibe. Worse yet, I think the final minutes jump even further in time by years. In general, I wasn't hooked and a lot of the emotional impact felt kinda forced. So many questions are left unanswered, and I felt pretty much nothing at the end (which had no message and felt uneven and abrupt). I was intrigued by the premise and promo shots, and this is a directorial debut so I decided to buy a ticket. But for now all I can say is I hope the filmmaker's next film is better. Might bump this down to a 3 in the future.","sundance 2021, w/ dad, w/ mom",2021-01-29
2021-01-30,Strawberry Mansion,2021,https://boxd.it/1CNYlh,3.5,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #3


<i>""Sorry about the bird. Here's some </i><i>Ẓ̶̈́͗̅̃ể̵̡͍z̶̥͊̑̄͛̚j̵̗̖̰̎f̵̧̛̗͕̱̗̒ë̸͍́͑̇̐͝z̴̻͆̏̌̎a̵̢̾ ̸̟̦̦̒̊͘̚m̶̹̞̽r̵̩̄̎c̸̡̺̥̬͛̋́̓̄o̶̥̦̭̬͔̾ÿ̵͍̯́̂̆̋e̵̛̫͌͂̐̆k̷̠̒́́̋̚h̸̜͇̻̎̕l̵̜̳̮͎̋̚͝ͅḇ̴̗̹̱͕̾͗͘i̷̩̲̼̻͌̅͝͝͝r̵̜͋̔j̷̹̀̅̆g̶͎͍̓͛ on the house.""</i>
- the frog waiter


With a range of energy and tonal shifts not unlike Hausu and <a href=""https://youtu.be/9C_HReR_McQ"">Don't Hug Me, I'm Scared</a> along with its sequels, plus a ton of creative ideas behind every aspect, I dug this film. It's so, so bizarre in everything it does, and most of it makes sense and has ends met, though the final minutes definitely lost both me and my parents. There is also just offbeat pacing through the entire film, many messages are tried to be conveyed and not everything feels purposeful. This might turn a lot of people off and it got a bit annoying at times. Also none of the VFX are necessarily that good; some of it just seemed laughable but other parts felt more purposeful, reminding me a lot of the two pieces of media I referenced in the first sentence. At the very least, I was never bored and I can certainly give this a recommendation. The surrealism and sense of how weird dreams are is captured so well and what more can you ask for out of this? Plus the score is just so cool.


And as painful as my experience with The Pink Cloud was, the film being boring and actually making me start to fall asleep, being on the verge of doing so made watching this an even more indescribable trip. God, I'm going to have weird dreams tonight!","sundance 2021, w/ dad",2021-01-29
2021-01-31,Censor,2021,https://boxd.it/1CRIL7,3,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #4

Some great moments and a solid concept, as well as some admittedly great performances, but the story and direction don't have a whole lot of focus and I wasn't super engaged. No part of it is particularly bad but it isn't an intriguing film all in all. I liked the ending though, it kinda reminded me of Audition. Really not sure what else to say; this is one of those films I was able to pay attention to only half the time and still get the same out of so I can't comment on much more.",sundance 2021,2021-01-30
2021-01-31,Prime Time,2021,https://boxd.it/1CUhpJ,3.5,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #5

The idea for the film has a fair amount of parallels with Dog Day Afternoon, though not as interesting or executed well. Admittedly, I'm thinking about a lot right now (both related and unrelated to movies) so I wasn't able to give my full attention to the film, but I got through most of it just fine. For a debut, it's actually very well directed, shot and edited, with a rather solid screenplay. The performances are very good as well, and it doesn't have any pacing issues though it had some troubles engaging me. Plus, the ending is a bit unsatisfying and, in turn, there isn't a strong message to get out of it. The plot is unpredictable and I think that a good amount of the story is still relevant today. The character study aspect is also rather solid (even if a bit inauthentic), though I think I was hoping to feel more of an impact overall. Rating might go up to an 8.","sundance 2021, w/ dad, w/ mom",2021-01-30
2021-01-31,Writing with Fire,2021,https://boxd.it/1CY64X,4.5,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #6

This massively exceeded my expectations. An amazingly well shot and directed documentary that is enlightening and paced brilliantly. It follows each character incredibly well and really puts things into perspective. India's society is very different to what we're all used to and this film captures it so brilliantly. It's emotional, has some moments of humor, and kept me consistently engaged. Not to mention it has a surprisingly great score when it plays as well! I really hope this gets the wide release it deserves, as I honestly found this to be fantastic. There's more I could say on this, but I'll keep it here for now.","sundance 2021, w/ dad, w/ mom",2021-01-30
2021-01-31,This Film Is Not Yet Rated,2006,https://boxd.it/1CZBwF,4,,"God this really accomplishes what it sets out to do, which is to make the audience fucking hate the MPAA. For maximum anger, I'm going to spare you the details but do know that it's all full of lies and a truly fucked up system. While the information gathered is enough to call this a great movie, I can only rate the movie itself so high. But nonetheless I'm thankful this documentary exists because of how much was exposed (but at the same time a lot of it was exposed through deception), and I think a lot more people need to see it. I can't believe more action hasn't been taken to reform the way films are rated.",youtube,2021-01-30
2021-02-01,"All Light, Everywhere",2021,https://boxd.it/1D6WLb,3.5,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #7

A very intriguing and informational documentary that asks big questions and engages consistently. I didn't take anything too huge away from it but I definitely learned a thing or two. It feels a bit repetitive at times as well, though the overall final product is indeed very good. I'm not really going into any more details since this is a good film to go in blind for.","sundance 2021, w/ dad, w/ mom",2021-01-31
2021-02-01,The Blazing World,2021,https://boxd.it/1D8hlv,2.5,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #8

It seems like a lot of people hate this film judging by the early average rating, and I wouldn't call it good but it isn't necessarily bad either. There's some great cinematography, I think the concept is rather interesting and handled creatively, and I was pretty engaged at the start. It has a really good score as well, when it occurs which isn't too often. Otherwise, I can't praise much else. The performances were decent but nothing great, the screenplay felt very muddled and unoriginal, the CGI all looked bad, the scares were predictable, and it didn't really do anything amazing; it kinda just stayed the exact same tone-wise the entire film. Also the opening 10 minutes are laughable. The director clearly takes influence from other films, as I recognized some parallels with movies like Star Wars and Pan's Labyrinth, though she has a lot to learn about directing. Oh yeah, and the editing in this is REALLY bad. So overall, as I said, it isn't awful but don't go in expecting very much.",sundance 2021,2021-01-31
2021-02-01,Prisoners of the Ghostland,2021,https://boxd.it/1Dadql,4.5,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #9

Yeah I love this. Spitfire performances from everyone, breathtaking cinematography, imaginative storytelling and world-building backed up by a beautiful story with lots of brutal action and twists, insane pacing with consistently stressful energy, a sensational ending, and overall kickass directing by Sion Sono. Though not quite as good, I drew some comparisons to Oldboy as far as the action and character dynamics go. Plus this might just be the closest thing to it since it came out 17 years ago.

Perhaps I've lost some objectivity due to the hype for this film, but I can't imagine I'll like it less upon rewatch. The only thing I have to criticize is there are a few moments that take a stab at humor butt don't quite stick the landing... even then the screenplay is pretty solid. The western-esque energy is captured so well and I loved almost every minute of this. It's batshit crazy; whenever this gets released, the world is in for a treat.","sundance 2021, w/ dad, w/ mom",2021-01-31
2021-02-02,Night of the Kings,2020,https://boxd.it/1Dhn9t,3.5,,"<a href=""https://letterboxd.com/joshmovie/list/sundance-2021-ranked/"">Sundance 2021 Film Festival</a> -- #10 (last one :( )

While I didn't take as much out of the story itself, this was certainly more riveting than I was expecting. The directing, screenplay, and cinematography are all excellent, and the performances are really good as well. The production design is also pretty awesome at that rate, so overall it's extremely well made. I was almost always engaged, and each story being told was very intriguing. It does have a few rough patches where I just wasn't very interested at all, but those are made up for by most other scenes. Also not every character is very well developed, but the story is. I'm a little mad I bought a ticket to this since it's getting a US wide release on February 26th, but I'm glad I was able to check it out; a nice pleasant surprise is always a good way to end a film festival.",sundance 2021,2021-02-01
2021-02-07,No Country for Old Men,2007,https://boxd.it/1DZtGr,3,,"EDIT: This is an old review. I promise whenever I rewatch the film, the rating will be higher lmao (it already is, I’m just leaving this review up for posterity)


This was one of my most anticipated movies for the longest time. Between comparisons to There Will Be Blood, its MASSIVE reputation and, of course, intriguing plot and thematic ideas, I really couldn't imagine not loving this film.

When the film opened, I really did have high hopes. For the first kill, Javier Bardem has a truly unhinged look in his eye. Tommy Lee Jones' monologue is really well written as well, so between these two aspects and Deakins' sexy long shots, I was super psyched.

The cinematography throughout the rest of the film is still great, and the dialogue and performances are really good which is where this film gets its points. However, I struggled to really connect to any of the characters despite this and all my other issues with the film fall under that umbrella.

The rest of the deaths in this film, even though some came as a surprise, were not really effective for me on a personal level. Bardem does not give the same energy into the rest of the film as he did the opening, and he just kinda turned into another movie villain. While the deaths aren't glamourized or anything like that, the characters aren't super well developed to the point of feeling really depressed over them. On a similar note, for a movie that prides itself in being so badass, half the kills don't even take place on-screen. In turn the film felt surprisingly safe and the lack of showing those deaths doesn't have much of a point. The editing and structure overall just aren't very good, as a lot of transitions feel abrupt and uneven. The last 20 minutes hardly conclude the film at all and to be completely honest I felt ripped off. Not to mention I wasn't super engaged until the halfway point (though I must at least credit the film for feeling shorter than it actually is).

Perhaps a lot of the film's open-endedness can be explained by the themes of fate and circumstance, where every plot point is inevitable but it was executed in such an unconventional way that felt rushed and like a lot was left to be desired. It's a very realistic story, but that doesn't mean it works as a movie. With as many people as there are who praise the film for being complex and mind-blowing, I feel very let down because of taking nothing serious out of the final product.

I'd like to reiterate that if you love this film, I'm glad. Film is subjective and it seems like a lot of people forget that. However, I didn't care much about what was happening, and the hollow characters and story left a minimal impression on me. It's certainly a well made film, but it stops there.

I might bump the rating up to a 7 but based on this first impression I'm keeping it where it is. I'm a bit jaded on this due to the fact that I've been so hyped for the film as long as I've been a serious film lover, but my huge disappointment certainly plays into my overall opinion.","blu-ray, w/ dad, w/ mom",2021-02-06
2021-02-08,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/1E7J6F,4.5,Yes,"I've seen this movie many times across my life, so finally checking it out on the big screen (in IMAX even) was pretty surreal and will certainly go down as one of the most unforgettable theater experiences I've ever had.

So yeah, I know this is an unpopular opinion but this movie is great!","amc naperville 16, w/ dad, w/ mom, imax",2021-02-07
2021-02-09,What's Up: Balloon to the Rescue!,2009,https://boxd.it/1EfXLX,5,,"Move over Parasite. Get out of the way, Come and See. Adios The Godfather. Au revoir, Hara-kiri! There is now a new king of the movies. From the minds of Everton Rodrigues and Michelle Gabriel, not one, but TWO incredible filmmakers, comes this monumental masterpiece. This is no Gotti or Valerian and the City of a Thousand Planets. This is no meme, this is factual information. The number one movie in history is the one and only What's Up: Balloon to the Rescue! This film is the definition of underrated, clouded by some very mediocre and painful ""gems"" like Braver, Freedom 4orce, Chop Kick Panda, and Tangled Up. Not only is this film more touching than Schindler's List or the legendary Synecdoche, New York, but the screenplay debatably beats out even the almighty Citizen Kane. Not only is this movie the best movie of the 2000s, it could possibly be the best movie ever made. Some cinephiles would argue and say 2001: A Space Odyssey or Tokyo Story, but to that, I say no. Those boring and repetitive film follies don't even come close to the beauty and grace of What's Up: Balloon to the Rescue! People say this film is overrated, and to those Pulp Fiction-sucking filmbro fucks, you have no idea what you're talking about. What's Up: Balloon to the Rescue! is by far the best movie in history, and dare I say the best piece of art in history. This film is absolutely revolutionary and can be put up in the ranks with films such as Breathless, The Gospel According to St. Matthew, and Man with a Movie Camera: some of the all-time greats. These animators really hit it out of the park with the beautiful character design, far better than that mediocre, embarrassing excuses for animated films like Spirited Away, It's Such a Beautiful Day, Toy Story, and WALL-E. I pray that Disney goes to this form someday, and it seems like with the recent incredible additions of Artemis Fowl and Mulan, I can only see the future is looking flawless for the incomparable company.


By the way, I have not seen What's Up: Balloon to the Rescue!",youtube,2021-02-08
2021-02-10,The Florida Project,2017,https://boxd.it/1Eo05L,4,,"A lot to love with this. Great directing, writing and performances back up the very real story told with precision and grace. It took me a bit of time to get into it, but once I did I was able to just sit back and enjoy myself. The colors are all so vibrant and Floridian which I love, and most of the cinematography is good, though I wasn't a huge fan of the digital-looking shots (however Disney is a fucking cunt and I understand it would've been far more expensive to shoot the finale with actual film). There isn't really anything to criticize, though I wasn't a fan of some of the scene transitions which made the pacing feel a bit uneven here and there (this also comes down to the editing). The message feels a bit flawed and the ending itself leaves me feeling rather conflicted, which is where I'm mainly divided between an 8 and a 9 but as a final product I think this film is excellent. It appeals to so many different people and uses the location very well, so I would highly recommend this to all my cinephile friends who haven't seen it yet.",netflix,2021-02-09
2021-02-12,Viridiana,1961,https://boxd.it/1ECPNd,3.5,,"<a href=""https://letterboxd.com/joshmovie/list/criterion-challenge-2021-52-films-watchlist/"">Criterion Challenge 2021</a>, Week 6 -- A film made in Spain


Nooo, I definitely didn't forget to watch this 4 days ago for the weekend I was supposed to...


(In my defense I have a new job and it's very time consuming, plus school so I'm not going to be watching as many films for the time being. I'll go more into my job soon since it involves movies)


Ok so anyways this was a good film; the catholic religion sure is weird! Very well made from a filmmaking standpoint though every scene kinda feels the same as far as tone and style, so it isn't really one I see myself remembering that well months out (outside of the great ending). Solid characters but none that I were really emotionally attached to. There's also some solid commentary on various topics throughout which I appreciated. Check it out, even if it isn't mindblowing I guess. This is a quick review since I gotta get the fuck back to homework.","criterion channel, criterion challenge 2021",2021-02-11
