Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2022-10-24,The Inspection,2022,https://boxd.it/3m1SoP,4,,"amc river east 21, w/ dad, w/ mom, ciff 2022",2022-10-22
2022-10-24,She Said,2022,https://boxd.it/3m6JLv,3.5,,"amc river east 21, w/ dad, w/ mom, ciff 2022",2022-10-23
2022-10-25,White Noise,2022,https://boxd.it/3meRFB,4,,"music box theater, w/ dad, w/ mom, w/ alek, ciff 2022",2022-10-23
2022-10-26,The Thing,1982,https://boxd.it/3mzH3J,4.5,Yes,"for class, in the dorm",2022-10-25
2022-10-27,Night of the Living Dead,1968,https://boxd.it/3mElEt,4,,"hbo max, w/ braden, w/ jack s, in the dorm",2022-10-25
2022-10-27,The Banshees of Inisherin,2022,https://boxd.it/3mLzSj,3.5,,"landmark century centre, w/ rhys, early screener",2022-10-26
2022-10-29,Decision to Leave,2022,https://boxd.it/3n8FLf,5,,"music box theater, 35mm",2022-10-28
2022-10-30,Monty Python and the Holy Grail,1975,https://boxd.it/3nigWR,4,Yes,"netflix, in the dorm",2022-10-29
2022-10-30,Dead Ringers,1988,https://boxd.it/3nnd0P,2.5,,"hbo max, in the dorm",2022-10-29
2022-10-31,The Cornshukker,1997,https://boxd.it/3nGPhn,3,,music box theater,2022-10-30
2022-11-01,An American Werewolf in London,1981,https://boxd.it/3nV4Kn,3.5,,"amazon prime, in the dorm",2022-10-31
2022-11-01,Halloween,1978,https://boxd.it/3nXwC1,4,Yes,logan theatre,2022-10-31
2022-11-02,Lot 36,2022,https://boxd.it/3o2xOR,3,,"netflix, in the dorm",2022-11-01
2022-11-02,Graveyard Rats,2022,https://boxd.it/3o4Urv,2,,"netflix, in the dorm",2022-11-01
2022-11-02,Spirited Away,2001,https://boxd.it/3o9iOL,5,Yes,"regal webster place, ghibli fest",2022-11-01
2022-11-03,TÁR,2022,https://boxd.it/3omLp7,4,,"regal webster place, me time!",2022-11-02
2022-11-06,The Maltese Falcon,1941,https://boxd.it/3p1bNp,3.5,,logan theatre,2022-11-05
2022-11-07,North by Northwest,1959,https://boxd.it/3phU6n,4.5,Yes,"music box theater, 35mm, w/ dad, w/ mom",2022-11-06
2022-11-10,Paris Is Burning,1990,https://boxd.it/3pM0fb,5,Yes,"criterion channel, w/ braden, for class, in the dorm",2022-11-09
2022-11-12,"BARDO, False Chronicle of a Handful of Truths",2022,https://boxd.it/3qcTvP,4.5,,"landmark century centre, w/ alek",2022-11-11
2022-11-13,RRR,2022,https://boxd.it/3qpNql,5,,"music box theater, q&a!, w/ will, w/ maddie, w/ alek, w/ josh z, w/ sadie, w/ rowan, w/ aech",2022-11-12
2022-11-13,The Nice Guys,2016,https://boxd.it/3qu3tj,3.5,,"netflix, in the dorm",2022-11-12
2022-11-16,Dark Horse,2011,https://boxd.it/3r2Dlt,4,,"peacock, in the dorm",2022-11-15
2022-11-17,Chicago Transit Anguish,2022,https://boxd.it/3reJbN,,,,2022-11-16
2022-11-17,Bones and All,2022,https://boxd.it/3rjc79,4.5,,"regal city north, early screener",2022-11-16
2022-11-17,Black Adam,2022,https://boxd.it/3rkzIz,1.5,,"regal webster place, me time!",2022-11-17
2022-11-18,Thumbsucker,2005,https://boxd.it/3rqg2B,3.5,,"criterion channel, in the dorm",2022-11-17
2022-11-19,Lady Snowblood,1973,https://boxd.it/3rykEF,4.5,,"hbo max, in the dorm",2022-11-17
2022-11-20,Orlando,1992,https://boxd.it/3rTIWv,3.5,,"criterion channel, in the dorm",2022-11-19
2022-11-22,Freak Orlando,1981,https://boxd.it/3sfQyl,4,,"criterion channel, at home",2022-11-21
2022-11-22,Mad Max,1979,https://boxd.it/3socUz,4,,"dvd, at home",2022-11-21
2022-11-24,Knives Out,2019,https://boxd.it/3sGQ9T,4.5,Yes,"blu-ray rental, w/ dad, w/ mom, w/ quinn, library, at home",2022-11-23
2022-11-26,Glass Onion,2022,https://boxd.it/3t2DYN,4.5,Yes,"cinemark seven bridges, w/ dad, w/ mom, w/ quinn",2022-11-25
2022-11-28,Band of Outsiders,1964,https://boxd.it/3tAjZT,3.5,,"criterion channel, at home",2022-11-27
2022-11-28,Exit Through the Gift Shop,2010,https://boxd.it/3tCfFz,4,,"dvd, w/ mom, w/ dad, at home",2022-11-27
2022-11-30,Pinocchio,1940,https://boxd.it/3tYJFt,3.5,Yes,at home,2022-11-29
2022-11-30,Guillermo del Toro's Pinocchio,2022,https://boxd.it/3u1qv1,4.5,,"kendall 11, w/ dad, w/ mom, cried or teared up",2022-11-29
2022-12-01,Beyond the Infinite Two Minutes,2020,https://boxd.it/3ubu99,4.5,,"amazon prime, w/ dad, w/ mom, at home",2022-11-30
2022-12-01,The Menu,2022,https://boxd.it/3ueEtz,4,,"regal bolingbrook, me time!",2022-11-30
2022-12-02,M*A*S*H,1970,https://boxd.it/3unQlF,3.5,,"dvd rental, w/ dad, w/ mom, library, at home",2022-12-01
2022-12-04,The Fabelmans,2022,https://boxd.it/3uNwLF,4,,"regal cantera 17, w/ dad, w/ mom",2022-12-03
2022-12-05,Whiplash,2014,https://boxd.it/3v5OGf,5,Yes,"dvd, w/ dad, at home",2022-12-04
2022-12-06,Funny Pages,2022,https://boxd.it/3vg41n,3.5,,"tivoli theater, after hours film society, w/ dad, w/ mom",2022-12-05
2022-12-07,La La Land,2016,https://boxd.it/3vnlnT,4,,"dvd rental, library, at home",2022-12-06
2022-12-07,Final Destination,2000,https://boxd.it/3vr7dt,2.5,,"hulu, w/ dad, at home",2022-12-06
2022-12-08,The Phantom of the Opera,1925,https://boxd.it/3vDT4D,3.5,,"bored at work, hoopla, watch for screenplay",2022-12-07
2022-12-10,Drop Dead Fred,1991,https://boxd.it/3vVWBh,3,,"youtube, date movie",2022-12-08
2022-12-10,Dracula,1931,https://boxd.it/3vXq6F,3,,"criterion channel, watch for screenplay, at home",2022-12-09
2022-12-11,White Noise,2022,https://boxd.it/3wg643,4,Yes,"hollywood palms, w/ dad, w/ mom, w/ quinn",2022-12-10
2022-12-12,Shadows,1958,https://boxd.it/3wnRoD,4,,"criterion channel, at home",2022-12-11
2022-12-13,Tangerine,2015,https://boxd.it/3wKuj7,5,Yes,"music box theater, 35mm, w/ hazel",2022-12-12
2022-12-13,All About My Mother,1999,https://boxd.it/3wLXWJ,4,,"music box theater, 35mm, w/ hazel",2022-12-12
2022-12-14,The Piano Teacher,2001,https://boxd.it/3wVZ2N,4,,"criterion channel, watch for screenplay, at home",2022-12-13
2022-12-14,Avatar,2009,https://boxd.it/3wXVbl,3.5,Yes,"dvd, w/ dad, w/ mom, at home",2022-12-13
2022-12-16,Batman,1989,https://boxd.it/3xid7h,3.5,Yes,"dvd, w/ quinn, w/ dad, at home",2022-12-15
2022-12-16,Batman Returns,1992,https://boxd.it/3xlOKV,4,,"music box theater, w/ quinn, 35mm",2022-12-15
2022-12-16,Kimi,2022,https://boxd.it/3xpBIP,3.5,,"hbo max, at home",2022-12-15
2022-12-17,Barbarian,2022,https://boxd.it/3xuzVH,3,,"hbo max, at home",2022-12-16
2022-12-17,The Happening,2008,https://boxd.it/3xwrSz,2.5,,"hulu, w/ dad, at home",2022-12-16
2022-12-18,Empire of Light,2022,https://boxd.it/3xUJuN,3,,"amc naperville 16, w/ dad, w/ mom, w/ quinn",2022-12-17
2022-12-20,Fargo,1996,https://boxd.it/3ysQrp,4.5,Yes,"blu-ray, w/ mom, w/ dad, watch for screenplay, at home",2022-12-19
2022-12-21,Point Break,1991,https://boxd.it/3yBFNx,4.5,,"netflix, w/ dad, at home",2022-12-20
2022-12-21,The Whale,2022,https://boxd.it/3yJBCB,4.5,,"amc naperville 16, w/ quinn, w/ rhys, w/ matt g",2022-12-20
2022-12-23,Athena,2022,https://boxd.it/3zaV5V,4.5,,"netflix, on a plane",2022-12-21
2022-12-23,The Banshees of Inisherin,2022,https://boxd.it/3zh0NF,4,Yes,"tacoma grand cinema, w/ dad, w/ mom, w/ quinn, w/ grandparents, w/ uncle joel, washington, on vacation",2022-12-22
2022-12-24,Little Women,2019,https://boxd.it/3zpdNz,4.5,Yes,"amazon prime, w/ quinn, w/ uncle joel, w/ aunt katie, washington, on vacation",2022-12-23
2022-12-24,National Lampoon's Christmas Vacation,1989,https://boxd.it/3zuJ0z,3.5,Yes,"amazon prime, w/ quinn, w/ gideon, washington, on vacation",2022-12-23
2022-12-27,Avatar: The Way of Water,2022,https://boxd.it/3AD1TR,3,,"galaxy theaters gig harbor, 3d, w/ quinn, w/ dad, w/ mom, w/ grandparents, w/ uncle joel, w/ aunt katie, w/ jonah, washington, imax, on vacation",2022-12-26
2022-12-28,Black Mirror: The Entire History of You,2011,https://boxd.it/3AX3cv,4,,netflix,2022-12-27
2022-12-28,Breaking,2022,https://boxd.it/3B1uer,4,,on a plane,2022-12-27
2022-12-29,The Handmaiden,2016,https://boxd.it/3BoVLD,5,Yes,"gene siskel film center, me time!",2022-12-28
2022-12-31,Everest,1998,https://boxd.it/3C0Lkj,,,"msi chicago, w/ dad, w/ mom, w/ quinn, imax",2022-12-30
2023-01-01,The Apartment,1960,https://boxd.it/3CrgKT,5,,"music box theater, 35mm, w/ dad, w/ mom, w/ quinn",2022-12-31
2023-01-01,Unhappy Customer,2022,https://boxd.it/3Cw0Hz,,,,2022-12-31
2023-01-02,When Harry Met Sally...,1989,https://boxd.it/3CIArB,4,,"dvd, w/ dad, w/ mom, at home",2022-12-31
2023-01-02,To Be or Not to Be,1942,https://boxd.it/3D0WOX,4,,"hbo max, criterion challenge 2023, in the dorm",2023-01-01
2023-01-03,Aftersun,2022,https://boxd.it/3DmYIL,3.5,,"music box theater, me time!",2023-01-02
2023-01-04,Babylon,2022,https://boxd.it/3DR2PV,4,,"regal webster place, w/ alek, w/ sadie, w/ will, w/ maddie",2023-01-03
2023-01-05,Witness,1985,https://boxd.it/3E8kQV,3.5,,in class,2023-01-04
2023-01-05,All the Beauty and the Bloodshed,2022,https://boxd.it/3Eg6dh,5,,"gene siskel film center, me time!",2023-01-04
2023-01-07,The Bridges of Madison County,1995,https://boxd.it/3ESJc9,4,,amazon prime,2023-01-06
2023-01-07,"Synecdoche, New York",2008,https://boxd.it/3EZAb1,5,Yes,"doc films, 35mm, w/ hazel, cried or teared up",2023-01-06
2023-01-07,Total Recall,1990,https://boxd.it/3F5n6z,4.5,,"music box theater, w/ alek, w/ maddie, w/ will, w/ josh z, w/ peter, w/ nick",2023-01-07
2023-01-08,Broker,2022,https://boxd.it/3FngwL,4.5,,"gene siskel film center, w/ dad, w/ mom, w/ quinn",2023-01-07
2023-01-08,This Place Rules,2022,https://boxd.it/3FuMzL,3.5,,"hbo max, w/ jack s, w/ davis, in the dorm",2023-01-07
2023-01-09,Daughters of Darkness,1971,https://boxd.it/3FVZsH,4,,"criterion channel, criterion challenge 2023, in the dorm",2023-01-08
2023-01-10,M3GAN,2022,https://boxd.it/3G9R2T,3.5,,"regal webster place, me time!",2023-01-09
2023-01-11,Plane,2023,https://boxd.it/3GAbpP,2.5,,"amc river east 21, early screener, w/ alek, w/ peter, w/ nick",2023-01-10
2023-01-13,Puss in Boots,2011,https://boxd.it/3H9gNn,3.5,Yes,"dvd rental, in the dorm, library",2023-01-12
2023-01-14,Shrek,2001,https://boxd.it/3HoWcj,4.5,Yes,"music box theater, drag show, w/ maddie, w/ will, w/ aech, w/ rowan",2023-01-12
2023-01-14,Grease,1978,https://boxd.it/3HtFBr,3.5,,"netflix, date movie, in the dorm",2023-01-13
2023-01-14,Saint Omer,2022,https://boxd.it/3Hz5V3,4.5,,"gene siskel film center, me time!",2023-01-13
2023-01-15,Holy Spider,2022,https://boxd.it/3HQqyt,4,,"amc river east 21, w/ hazel",2023-01-14
2023-01-16,Fire of Love,2022,https://boxd.it/3IfErB,4,,"hulu, in the dorm, watched while sick",2023-01-15
2023-01-17,Dragon Inn,1967,https://boxd.it/3IxWwZ,4,,"criterion channel, criterion challenge 2023, in the dorm, watched while sick",2023-01-16
2023-01-17,Thief,1981,https://boxd.it/3IBEbn,4,,"criterion blu-ray, w/ alek, w/ peter, watched while sick",2023-01-16
2023-01-20,Skinamarink,2022,https://boxd.it/3JyMRT,,,"music box theater, w/ josh z, w/ maddie, w/ will, w/ davis",2023-01-19
2023-01-21,Dope,2015,https://boxd.it/3JRicT,,,"netflix, w/ jack s, in the dorm",2023-01-20
2023-01-22,Minding the Gap,2018,https://boxd.it/3JZb3r,,,"hulu, in the dorm, cried or teared up",2023-01-21
2023-01-23,River of Grass,1994,https://boxd.it/3KoRlH,,,"google play, in the dorm",2023-01-22
2023-01-24,Women Talking,2022,https://boxd.it/3KLe2d,4,Yes,"landmark century centre, me time!, cried or teared up",2023-01-23
2023-01-25,Puss in Boots: The Last Wish,2022,https://boxd.it/3LbjX1,4,,"regal webster place, w/ alek",2023-01-24
2023-01-26,WALL·E,2008,https://boxd.it/3LkEfH,5,Yes,"in class, cried or teared up",2023-01-25
2023-01-26,Mamacruz,2023,https://boxd.it/3LtEL7,3.5,,"sundance 2023, virtual cinema, in the dorm",2023-01-25
2023-01-27,Beautiful Missing People,2021,https://boxd.it/3LILGN,3.5,,"youtube, in the dorm",2023-01-26
2023-01-27,"And the King Said, What a Fantastic Machine",2023,https://boxd.it/3LKW1b,2,,"sundance 2023, virtual cinema, in the dorm",2023-01-26
2023-01-28,Blonde,2022,https://boxd.it/3LXGjp,2,,in the dorm,2023-01-27
2023-01-28,Everything Everywhere All at Once,2022,https://boxd.it/3M1GS3,5,Yes,"amc newcity 14, cried or teared up",2023-01-27
2023-01-29,Animalia,2023,https://boxd.it/3Mmz3f,4,,"sundance 2023, virtual cinema, w/ hazel, at a friend's place",2023-01-28
2023-01-29,Kokomo City,2023,https://boxd.it/3MpMR9,4,,"sundance 2023, virtual cinema, w/ hazel, at a friend's place",2023-01-28
2023-01-31,The Sixth Sense,1999,https://boxd.it/3MVyAR,4.5,,"apple tv+, in the dorm",2023-01-30
2023-02-01,The Killing of a Sacred Deer,2017,https://boxd.it/3NmPxf,4.5,Yes,"hoopla, in the dorm, w/ lucie",2023-01-31
2023-02-05,Moonstruck,1987,https://boxd.it/3OnjaJ,4,,"alamo drafthouse wrigleyville, w/ dad, w/ mom",2023-02-04
2023-02-05,The Incredibles,2004,https://boxd.it/3OARDL,4.5,Yes,"disney+, in the dorm",2023-02-04
2023-02-06,Breaking the Waves,1996,https://boxd.it/3OZ29Z,4,,"criterion channel, in the dorm",2023-02-05
2023-02-08,Infinity Pool,2023,https://boxd.it/3PvCzX,3.5,,"regal webster place, w/ alek",2023-02-07
2023-02-09,Moonlight,2016,https://boxd.it/3PDBfN,5,Yes,"in class, cried or teared up",2023-02-08
2023-02-09,Chi-Raq,2015,https://boxd.it/3PKkNx,4,,"dvd rental, video vortex, in the dorm",2023-02-08
2023-02-11,Lady in the Lake,1946,https://boxd.it/3Q4wF1,3.5,,"internet archive, in the dorm",2023-02-10
2023-02-11,Knock at the Cabin,2023,https://boxd.it/3QalWR,3.5,,"regal webster place, w/ jack s",2023-02-10
2023-02-12,As Tears Go By,1988,https://boxd.it/3QvYBb,4.5,,"criterion channel, in the dorm",2023-02-11
2023-02-13,Chungking Express,1994,https://boxd.it/3QOulv,5,Yes,"criterion channel, in the dorm",2023-02-12
2023-02-15,The Fabelmans,2022,https://boxd.it/3RjhYh,4.5,Yes,"the new 400, w/ terence",2023-02-14
2023-02-17,Harry Potter and the Prisoner of Azkaban,2004,https://boxd.it/3RM42H,4,Yes,in the dorm,2023-02-16
2023-02-17,Wild Strawberries,1957,https://boxd.it/3RNONL,4,,"blu-ray rental, video vortex, in the dorm",2023-02-16
2023-02-20,"Crouching Tiger, Hidden Dragon",2000,https://boxd.it/3SM8s9,4.5,Yes,"amc newcity 14, me time!",2023-02-19
2023-02-23,Cocaine Bear,2023,https://boxd.it/3TA9Nd,3.5,,"amc river east 21, w/ rhys, early screener",2023-02-22
2023-02-24,The Royal Tenenbaums,2001,https://boxd.it/3TQsLd,4.5,Yes,"apple tv+, in the dorm",2023-02-23
2023-02-25,Kids,1995,https://boxd.it/3U4Acj,4,Yes,in the dorm,2023-02-24
2023-02-26,The Last Detail,1973,https://boxd.it/3Uvkch,4.5,,"dvd rental, video vortex, in the dorm",2023-02-25
2023-03-01,Godland,2022,https://boxd.it/3Vl0IV,5,Yes,"gene siskel film center, me time!",2023-02-28
2023-03-03,The Pact,2012,https://boxd.it/3VOckp,1.5,,"dvd rental, video vortex, in the dorm",2023-03-02
2023-03-05,All Quiet on the Western Front,1930,https://boxd.it/3WeBRv,4.5,,"dvd rental, library, w/ hazel, in the dorm",2023-03-04
2023-03-05,All Quiet on the Western Front,2022,https://boxd.it/3WiQWN,4,,"regal city north, w/ hazel",2023-03-04
2023-03-07,Deep Impact,1998,https://boxd.it/3WZ5Iv,3,,"dvd rental, video vortex, in the dorm",2023-03-06
2023-03-08,Burning,2018,https://boxd.it/3XcfUH,3,,"gene siskel film center, me time!",2023-03-07
2023-03-09,Adaptation.,2002,https://boxd.it/3Xo8uB,3.5,Yes,in class,2023-03-08
2023-03-11,Return to Seoul,2022,https://boxd.it/3XOdSl,4,,"music box theater, me time!",2023-03-09
2023-03-11,TÁR,2022,https://boxd.it/3XSgJf,4.5,Yes,"regal city north, me time!",2023-03-10
2023-03-11,Chris Rock: Selective Outrage,2023,https://boxd.it/3XYiyZ,,,"netflix, w/ jack s, in the dorm",2023-03-10
2023-03-12,The Meyerowitz Stories (New and Selected),2017,https://boxd.it/3YcbAR,4.5,,"netflix, in the dorm",2023-03-11
2023-03-16,Scream VI,2023,https://boxd.it/3ZqreJ,2,,"regal bolingbrook, w/ dad, w/ quinn",2023-03-15
2023-03-17,Nocturnal Animals,2016,https://boxd.it/3ZDYlp,4,,"netflix, at home",2023-03-16
2023-03-19,The Diving Bell and the Butterfly,2007,https://boxd.it/404bFJ,4,,"dvd rental, library, w/ dad, w/ mom, at home",2023-03-18
2023-03-19,Shazam!,2019,https://boxd.it/407x0J,3.5,Yes,"dvd rental, library, w/ dad, w/ mom, w/ quinn, at home",2023-03-18
2023-03-19,Shazam! Fury of the Gods,2023,https://boxd.it/40aXyD,2,,"amc naperville 16, w/ dad, w/ mom, w/ quinn",2023-03-18
2023-03-20,Mississippi Burning,1988,https://boxd.it/40mqdr,4,,"panopto (school), at home",2023-03-19
2023-03-20,Scott Pilgrim vs. the World,2010,https://boxd.it/40waxb,4,Yes,"netflix, w/ dad, w/ mom, at home",2023-03-19
2023-03-22,John Wick,2014,https://boxd.it/413e6p,3.5,,"peacock, at home",2023-03-21
2023-03-23,John Wick: Chapter 2,2017,https://boxd.it/41ixYP,4,,"peacock, at home",2023-03-22
2023-03-24,John Wick: Chapter 3 – Parabellum,2019,https://boxd.it/41sLOf,3.5,,"peacock, w/ dad, at home",2023-03-23
2023-03-25,John Wick: Chapter 4,2023,https://boxd.it/41IpVl,3.5,,"emagine frankfort, w/ alek, emx",2023-03-24
2023-03-26,Invictus,2009,https://boxd.it/423gPP,3,,"dvd rental, library, w/ dad, w/ mom, at home",2023-03-25
2023-03-27,Warrendale,1967,https://boxd.it/42puWT,4.5,,"criterion channel, in the dorm, criterion challenge 2023, cried or teared up",2023-03-26
2023-03-30,Child's Play,1988,https://boxd.it/4388TD,4,Yes,"blu-ray, in the dorm",2023-03-29
2023-03-31,Exit Through the Gift Shop,2010,https://boxd.it/43gzwH,4.5,Yes,"youtube, for class, in the dorm",2023-03-30
2023-03-31,Child's Play 2,1990,https://boxd.it/43la7R,3.5,Yes,"blu-ray, in the dorm",2023-03-30
2023-04-01,Child's Play 3,1991,https://boxd.it/43yngD,3,,"blu-ray, in the dorm",2023-03-31
2023-04-01,The Favourite,2018,https://boxd.it/43BLX3,4,,"blu-ray, film fatales",2023-03-31
2023-04-02,Beau Is Afraid,2023,https://boxd.it/43QuFV,4.5,,"alamo drafthouse wrigleyville, early screener, w/ hazel, cried or teared up",2023-04-01
2023-04-03,Bride of Chucky,1998,https://boxd.it/44erh5,3.5,,"blu-ray, in the dorm",2023-04-02
2023-04-05,Dressed to Kill,1980,https://boxd.it/44Ktwl,3.5,,"hoopla, in the dorm",2023-04-04
2023-04-05,Seed of Chucky,2004,https://boxd.it/44Lnhh,4,Yes,"blu-ray, in the dorm",2023-04-04
2023-04-06,I Am Not Your Negro,2016,https://boxd.it/44XOzV,4,,"criterion channel, in the dorm, for class",2023-04-05
2023-04-08,Dungeons & Dragons: Honor Among Thieves,2023,https://boxd.it/45CvY5,3,,"regal city north, w/ hazel",2023-04-07
2023-04-09,The Super Mario Bros. Movie,2023,https://boxd.it/45Y4Gx,2.5,,"regal webster place, 3d, w/ terence",2023-04-08
2023-04-10,Diary of a Wimpy Kid,2010,https://boxd.it/46kQ0t,2.5,Yes,"disney+, in the dorm",2023-04-09
2023-04-12,Badlands,1973,https://boxd.it/46UeCh,4,,"dvd rental, library, in the dorm",2023-04-11
2023-04-13,Cameraperson,2016,https://boxd.it/473edJ,4.5,,"in class, w/ peter",2023-04-12
2023-04-14,Super Mario Bros.,1993,https://boxd.it/47nEGn,3.5,,"dvd, w/ hazel, at a friend's place",2023-04-13
2023-04-15,Body Parts,2022,https://boxd.it/47AKyF,4.5,,"facets, film fatales, me time!",2023-04-14
2023-04-17,The Big Lebowski,1998,https://boxd.it/48bpsb,4.5,Yes,"amc river east 21, w/ hazel",2023-04-16
2023-04-19,Mary and Max,2009,https://boxd.it/48JwXX,5,,"internet archive, w/ hazel, in the dorm, cried or teared up",2023-04-18
2023-04-20,Lessons of Darkness,1992,https://boxd.it/48RC83,3.5,,"in class, w/ peter",2023-04-19
2023-04-20,Sisu,2022,https://boxd.it/48VqVv,3,,"amc river east 21, early screener, w/ jadyn, w/ claire s",2023-04-19
2023-04-21,The Fly,1986,https://boxd.it/49cqvV,5,Yes,"doc films, 35mm, w/ jadyn, cried or teared up",2023-04-20
2023-04-24,Being John Malkovich,1999,https://boxd.it/4a3q6n,4,Yes,"doc films, w/ izzy, w/ jadyn",2023-04-23
2023-04-25,We're All Going to the World's Fair,2021,https://boxd.it/4akTFb,,,"hoopla, in the dorm, sad liminal vibes, lived in locations",2023-04-24
2023-04-27,Paris Is Burning,1990,https://boxd.it/4aJfOx,5,Yes,"in class, w/ peter",2023-04-26
2023-04-27,Polite Society,2023,https://boxd.it/4aMOrT,,,"amc river east 21, w/ ross, early screener",2023-04-26
2023-04-27,Curse of Chucky,2013,https://boxd.it/4aQ1Ub,3,Yes,"blu-ray, in the dorm",2023-04-27
2023-04-28,Blissfully Yours,2002,https://boxd.it/4aXjgH,,,"internet archive, in the dorm",2023-04-27
2023-04-28,Zombieland,2009,https://boxd.it/4b2isH,,,"netflix, w/ izzy, w/ jadyn, w/ claire s, at a friend's place",2023-04-27
2023-04-29,Syndromes and a Century,2006,https://boxd.it/4beU43,,,"block cinema, me time!, 35mm, q&a!",2023-04-28
2023-04-30,Star Wars,1977,https://boxd.it/4btPY1,5,Yes,"dvd rental, library, in the dorm, w/ hazel",2023-04-29
2023-05-02,Days of Heaven,1978,https://boxd.it/4c3p6T,,,"hoopla, in the dorm",2023-05-01
2023-05-03,The Empire Strikes Back,1980,https://boxd.it/4co1Yz,5,Yes,"dvd rental, library, in the dorm, w/ hazel",2023-05-02
2023-05-03,Return of the Jedi,1983,https://boxd.it/4cql5t,5,Yes,"showplace icon roosevelt, w/ hazel, cried or teared up, whatever the large format here was called",2023-05-02
2023-05-04,Waltz with Bashir,2008,https://boxd.it/4cAIeN,,,in class,2023-05-03
2023-05-04,Primary,1960,https://boxd.it/4cE02L,,,"criterion channel, for class, in the dorm",2023-05-03
2023-05-06,Guardians of the Galaxy,2014,https://boxd.it/4deKW3,3.5,Yes,"disney+, w/ dad, w/ mom, in a hotel",2023-05-05
2023-05-07,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/4dqFoT,3.5,Yes,"disney+, w/ dad, w/ mom, w/ quinn, in a hotel, cried or teared up",2023-05-06
2023-05-07,Guardians of the Galaxy Vol. 3,2023,https://boxd.it/4dujz9,,,"marcus cedar rapids, w/ dad, w/ mom, w/ quinn",2023-05-06
2023-05-10,Past Lives,2023,https://boxd.it/4el0LL,4,,"music box theater, me time!, chicago critics festival, q&a!",2023-05-09
2023-05-11,Ponyo,2008,https://boxd.it/4eyHQv,3.5,Yes,"amc river east 21, ghibli fest, w/ jadyn, w/ claire s, w/ carmen",2023-05-10
2023-05-12,Parasite,2019,https://boxd.it/4eLxLV,5,Yes,"criterion dvd, in the dorm, w/ hazel",2023-05-11
2023-05-14,"Sister, Sister",1987,https://boxd.it/4f63r9,,,"criterion channel, at home",2023-05-13
2023-05-14,The Wizard of Oz,1939,https://boxd.it/4f7Z2t,4.5,Yes,"cinemark seven bridges, w/ dad, w/ mom, w/ quinn, cried or teared up",2023-05-13
2023-05-15,Everything Everywhere All at Once,2022,https://boxd.it/4flvav,5,Yes,"blu-ray, w/ dad, w/ mom, cried or teared up, at home",2023-05-13
2023-05-15,Galaxy Quest,1999,https://boxd.it/4fpZhJ,3.5,Yes,"netflix, w/ dad, w/ mom, w/ quinn, at home",2023-05-14
2023-05-15,Upgrade,2018,https://boxd.it/4fwgoz,,,"w/ hazel, at a friend's place",2023-05-14
2023-05-17,The Blackening,2022,https://boxd.it/4fXpn5,,,"regal city north, w/ hazel, early screener",2023-05-16
2023-05-17,The Evil Dead,1981,https://boxd.it/4g03G1,4,Yes,"dvd, in the dorm, w/ hazel",2023-05-16
2023-05-18,The Gleaners and I,2000,https://boxd.it/4g7ieb,,,in class,2023-05-17
2023-05-18,Shooting Stars,2023,https://boxd.it/4gb2uF,,,"amc river east 21, w/ jadyn, w/ claire s, early screener",2023-05-17
2023-05-18,Cult of Chucky,2017,https://boxd.it/4gdkpR,2.5,,"blu-ray, in the dorm",2023-05-18
2023-05-19,Barnyard,2006,https://boxd.it/4gndN3,,,"w/ izzy, w/ jadyn, w/ claire s, at a friend's place",2023-05-18
2023-05-19,Hoodwinked!,2005,https://boxd.it/4gohbz,3,Yes,"w/ izzy, w/ claire s, w/ jadyn, at a friend's place",2023-05-18
2023-05-20,Dazed and Confused,1993,https://boxd.it/4gzBXv,4,Yes,"amazon prime, in the dorm",2023-05-19
2023-05-21,Air,2023,https://boxd.it/4gUOX1,3,,"regal webster place, me time!",2023-05-20
2023-05-22,Searching for Sugar Man,2012,https://boxd.it/4h4lhv,4,,"panopto (school), in the dorm, for class",2023-05-21
2023-05-22,Joy Ride,2023,https://boxd.it/4haLWB,3,,"gene siskel film center, w/ cam, early screener",2023-05-21
2023-05-22,The Celebration,1998,https://boxd.it/4hgueJ,4,,"criterion blu-ray, in the dorm",2023-05-21
2023-05-24,Sibyl,2019,https://boxd.it/4hAgLf,3.5,,"hoopla, in the dorm",2023-05-23
2023-05-25,Dumb and Dumber,1994,https://boxd.it/4hQiwN,3.5,,"google play, in the dorm",2023-05-24
2023-05-25,RRR,2022,https://boxd.it/4hVK7B,4.5,Yes,"w/ claire s, w/ izzy, w/ jadyn, netflix, at a friend's place",2023-05-24
2023-05-26,Waiting for the Light to Change,2022,https://boxd.it/4i9QCj,5,,"gene siskel film center, me time!, q&a!",2023-05-25
2023-05-26,Clerks,1994,https://boxd.it/4iaXLz,3.5,,"hoopla, in the dorm, w/ hazel",2023-05-26
2023-05-27,In Bruges,2008,https://boxd.it/4ihm3T,4,,"dvd rental, library, in the dorm",2023-05-26
2023-05-28,Shoplifters,2018,https://boxd.it/4iCyOf,4,,"facets, w/ hazel",2023-05-27
2023-05-29,Melancholia,2011,https://boxd.it/4iSjpr,4.5,Yes,"facets, me time!",2023-05-28
2023-05-29,Attack of the Killer Tomatoes!,1978,https://boxd.it/4iVCeX,2.5,,"tubi, in the dorm",2023-05-28
